venda_id,data,vendedor_id,vendedor_nome,produto_id,produto_nome,categoria,preco_unit,qtd,desconto,canal,cidade,estado,comentarios
166,07-12-2024,,,104,Camisa Polo,Vestuário,120.0,6.0,0.02,ecommerce,Leão de Souza,AC,
167,03-06-2025,,,110,Fone Bluetooth B1,Eletrônicos,200.0,1.0,0.02,ecommerce,Gomes do Amparo,RN,
168,18-10-2024,,,110,Fone Bluetooth B1,Eletrônicos,200.0,2.0,0.13,ecommerce,Almeida de Peixoto,PR,Iste minima itaque fuga explicabo dolorem voluptatum at non quae deserunt fugit.
169,16-07-2025,,,105,Smartphone A9,Eletrônicos,2800.0,10.0,0.03,ecommerce,Cirino,AM,
170,13-04-2025,1.0,João Silva,109,Liquidificador X,Eletrodomésticos,300.0,8.0,0.27,loja_fisica,São Paulo,SP,
171,03-04-2025,,,109,Liquidificador X,Eletrodomésticos,300.0,9.0,0.14,ecommerce,Ribeiro de Siqueira,MA,
172,25-05-2025,5.0,,106,Headset Gamer H1,Eletrônicos,450.0,8.0,0.28,loja_fisica,Belo Horizonte,MG,Ut excepturi molestias esse modi a officia et odio minus ratione quis.
173,04-03-2025,2.0,Maria Souza,108,Tablet T10,Eletrônicos,1500.0,9.0,,loja_fisica,Rio de Janeiro,RJ,
174,18-05-2025,1.0,João Silva,105,Smartphone A9,Eletrônicos,2800.0,1.0,0.28,loja_fisica,São Paulo,SP,Quis ea modi error tenetur dolores veritatis cumque modi dolores commodi explicabo dolor beatae distinctio alias fugit dolorem explicabo labore.
175,22-07-2025,,Fernando Costa,108,Tablet T10,Eletrônicos,1500.0,1.0,0.27,loja_fisica,Belo Horizonte,MG,
176,21-08-2024,,,103,Tênis Corrida,Calçados,350.0,9.0,0.02,ecommerce,Alves,MS,
177,17-10-2024,,,104,Camisa Polo,Vestuário,120.0,4.0,0.05,ecommerce,Nunes,TO,
178,07-07-2025,3.0,Carlos Pereira,108,Tablet T10,Eletrônicos,1500.0,4.0,0.26,loja_fisica,Curitiba,PR,Debitis adipisci magni id autem odit cumque delectus consequatur animi veritatis ad error perferendis quam architecto dolores et ad repudiandae.
179,08-05-2025,5.0,Fernando Costa,110,Fone Bluetooth B1,Eletrônicos,200.0,3.0,,loja_fisica,Belo Horizonte,MG,
180,23-10-2024,1.0,João Silva,107,Jaqueta Esportiva,Vestuário,250.0,9.0,0.07,loja_fisica,São Paulo,SP,
181,13-09-2024,2.0,Maria Souza,110,Fone Bluetooth B1,Eletrônicos,200.0,6.0,0.26,loja_fisica,Rio de Janeiro,RJ,
182,22-04-2025,4.0,Ana Oliveira,107,Jaqueta Esportiva,Vestuário,250.0,4.0,0.26,loja_fisica,Salvador,BA,
183,05-11-2024,4.0,Ana Oliveira,103,Tênis Corrida,Calçados,350.0,2.0,0.02,loja_fisica,Salvador,BA,
184,24-05-2025,2.0,Maria Souza,106,Headset Gamer H1,Eletrônicos,450.0,2.0,0.14,loja_fisica,Rio de Janeiro,RJ,
185,28-01-2025,3.0,Carlos Pereira,107,Jaqueta Esportiva,Vestuário,250.0,6.0,,loja_fisica,Curitiba,PR,
186,01-11-2024,2.0,Maria Souza,108,Tablet T10,Eletrônicos,,3.0,0.21,loja_fisica,Rio de Janeiro,RJ,
187,24-02-2025,5.0,Fernando Costa,106,Headset Gamer H1,Eletrônicos,450.0,2.0,0.05,loja_fisica,Belo Horizonte,MG,Vitae fuga placeat placeat ratione ex quae nemo.
188,04-01-2025,3.0,Carlos Pereira,104,Camisa Polo,Vestuário,120.0,9.0,0.13,loja_fisica,Curitiba,PR,
189,16-07-2025,4.0,Ana Oliveira,107,Jaqueta Esportiva,Vestuário,250.0,9.0,0.18,loja_fisica,Salvador,BA,Quaerat dolorem neque iste ab voluptatibus laborum.
190,10-07-2025,2.0,Maria Souza,105,Smartphone A9,Eletrônicos,2800.0,2.0,0.22,loja_fisica,Rio de Janeiro,RJ,Delectus omnis natus non ea ullam libero eius ab quasi odit iste doloremque.
191,14-12-2024,1.0,João Silva,103,Tênis Corrida,Calçados,350.0,7.0,0.06,loja_fisica,São Paulo,SP,
192,04-05-2025,,,103,Tênis Corrida,Calçados,350.0,1.0,0.09,ecommerce,Freitas da Prata,BA,
193,22-03-2025,3.0,Carlos Pereira,110,Fone Bluetooth B1,Eletrônicos,200.0,8.0,,loja_fisica,Curitiba,PR,A sapiente accusamus provident nobis vel ipsam esse exercitationem ipsam doloremque voluptatum a magni incidunt quaerat odit neque placeat eveniet quisquam fugit.
194,04-03-2025,2.0,Maria Souza,101,Notebook X1,Eletrônicos,,8.0,0.1,loja_fisica,Rio de Janeiro,RJ,
195,31-12-2024,3.0,Carlos Pereira,102,Cafeteira 20L,Eletrodomésticos,600.0,1.0,0.2,loja_fisica,Curitiba,PR,
196,03-02-2025,3.0,Carlos Pereira,104,Camisa Polo,Vestuário,120.0,4.0,0.21,loja_fisica,Curitiba,PR,Quis eum ex omnis id dicta dolorum dolorum a ullam ratione perferendis earum in.
197,23-11-2024,,,103,Tênis Corrida,Calçados,350.0,8.0,0.09,ecommerce,Vasconcelos,GO,
198,04-12-2024,,,108,Tablet T10,Eletrônicos,1500.0,4.0,0.04,ecommerce,Sá,SC,Id facilis quae alias dolorem iure velit laborum nisi voluptatum pariatur impedit.
199,01-03-2025,1.0,João Silva,108,Tablet T10,Eletrônicos,1500.0,9.0,0.12,loja_fisica,São Paulo,SP,Dolore suscipit recusandae nesciunt dolore saepe expedita sunt nam minus perferendis quam autem.
200,05-11-2024,1.0,João Silva,102,Cafeteira 20L,Eletrodomésticos,600.0,1.0,0.09,loja_fisica,São Paulo,SP,
201,07-08-2024,5.0,Fernando Costa,106,Headset Gamer H1,Eletrônicos,450.0,6.0,0.24,loja_fisica,Belo Horizonte,MG,Omnis nemo incidunt fugit iste deserunt aliquid nihil delectus.
202,05-05-2025,4.0,Ana Oliveira,106,Headset Gamer H1,Eletrônicos,450.0,5.0,0.1,loja_fisica,Salvador,BA,Repellat incidunt animi dolor nam nihil minima.
203,23-08-2024,,,105,Smartphone A9,Eletrônicos,2800.0,6.0,0.04,ecommerce,da Mota,PR,Assumenda ipsa ullam hic earum vero nesciunt possimus odit soluta hic nam totam omnis occaecati aliquid delectus.
204,13-10-2024,,,110,Fone Bluetooth B1,Eletrônicos,200.0,6.0,0.05,ecommerce,Rocha,RO,Perferendis quae quidem commodi quae fuga inventore rerum aspernatur.
205,21-11-2024,,,103,Tênis Corrida,Calçados,350.0,4.0,0.09,ecommerce,Silva,BA,Ad distinctio aliquid aperiam magni ut eveniet cum quo magnam non provident consequuntur aperiam iste.
206,24-03-2025,4.0,Ana Oliveira,108,Tablet T10,Eletrônicos,1500.0,3.0,0.1,loja_fisica,Salvador,BA,
207,26-01-2025,3.0,,105,Smartphone A9,Eletrônicos,2800.0,2.0,0.02,loja_fisica,Curitiba,PR,
208,12-03-2025,3.0,,105,Smartphone A9,Eletrônicos,2800.0,3.0,0.29,loja_fisica,Curitiba,PR,
209,07-03-2025,5.0,Fernando Costa,102,Cafeteira 20L,Eletrodomésticos,600.0,4.0,0.15,loja_fisica,Belo Horizonte,MG,
210,13-02-2025,1.0,João Silva,107,Jaqueta Esportiva,Vestuário,250.0,8.0,0.23,loja_fisica,São Paulo,SP,
211,20-11-2024,,,104,Camisa Polo,Vestuário,120.0,8.0,0.08,ecommerce,Peixoto do Galho,PE,Debitis consectetur unde illum facere quam consectetur optio perspiciatis nesciunt nam occaecati nisi enim beatae iure.
212,22-05-2025,4.0,Ana Oliveira,108,Tablet T10,Eletrônicos,1500.0,9.0,,loja_fisica,Salvador,BA,Numquam mollitia rerum fugiat deleniti assumenda nisi temporibus accusantium quae vel atque sequi eum unde quia ex eum vero aperiam iusto reiciendis.
213,09-02-2025,2.0,Maria Souza,105,Smartphone A9,Eletrônicos,2800.0,1.0,,loja_fisica,Rio de Janeiro,RJ,
214,04-12-2024,,,103,Tênis Corrida,Calçados,350.0,4.0,0.04,ecommerce,,,
215,04-05-2025,1.0,João Silva,110,Fone Bluetooth B1,Eletrônicos,200.0,2.0,0.27,loja_fisica,São Paulo,SP,
216,08-01-2025,2.0,Maria Souza,104,Camisa Polo,Vestuário,120.0,5.0,0.28,loja_fisica,Rio de Janeiro,RJ,Sed quae necessitatibus at eos quas atque placeat sequi quos ab consequuntur quam vitae repellat libero consectetur tempora fuga fugiat laboriosam similique.
217,06-11-2024,,,103,Tênis Corrida,Calçados,350.0,7.0,0.01,ecommerce,Oliveira,PB,
218,25-01-2025,1.0,João Silva,109,Liquidificador X,Eletrodomésticos,300.0,8.0,0.21,loja_fisica,São Paulo,SP,
219,28-03-2025,4.0,Ana Oliveira,103,Tênis Corrida,Calçados,350.0,7.0,0.24,loja_fisica,Salvador,BA,
220,26-11-2024,,,102,Cafeteira 20L,Eletrodomésticos,600.0,9.0,0.07,ecommerce,Pacheco,SE,
221,07-10-2024,2.0,Maria Souza,108,Tablet T10,Eletrônicos,1500.0,9.0,0.18,loja_fisica,Rio de Janeiro,RJ,
222,19-12-2024,3.0,Carlos Pereira,104,Camisa Polo,Vestuário,120.0,7.0,0.23,loja_fisica,Curitiba,PR,
223,11-12-2024,,Ana Oliveira,104,Camisa Polo,Vestuário,120.0,6.0,0.28,loja_fisica,Salvador,BA,Vitae suscipit amet soluta laboriosam rerum dolorem at minima fugiat optio excepturi facere quisquam adipisci labore quos.
224,26-11-2024,5.0,Fernando Costa,107,Jaqueta Esportiva,Vestuário,250.0,2.0,0.12,loja_fisica,Belo Horizonte,MG,
225,31-05-2025,4.0,Ana Oliveira,106,Headset Gamer H1,Eletrônicos,450.0,1.0,,loja_fisica,Salvador,BA,
226,08-09-2024,,João Silva,101,Notebook X1,Eletrônicos,3500.0,7.0,0.16,loja_fisica,São Paulo,SP,Officiis occaecati et veniam aspernatur numquam sunt iure culpa error at fugiat quam.
227,12-10-2024,5.0,Fernando Costa,101,Notebook X1,Eletrônicos,3500.0,2.0,0.05,loja_fisica,Belo Horizonte,MG,
228,23-02-2025,1.0,João Silva,101,Notebook X1,Eletrônicos,,4.0,0.2,loja_fisica,São Paulo,SP,Labore architecto vel excepturi qui natus officiis unde iste non atque incidunt expedita nemo ea voluptatem.
229,06-09-2024,3.0,Carlos Pereira,109,Liquidificador X,Eletrodomésticos,300.0,3.0,0.18,loja_fisica,Curitiba,PR,
230,12-01-2025,,,106,Headset Gamer H1,Eletrônicos,450.0,2.0,,ecommerce,Sales,RS,
231,27-11-2024,5.0,Fernando Costa,101,Notebook X1,Eletrônicos,3500.0,4.0,0.14,loja_fisica,Belo Horizonte,MG,
232,01-11-2024,,,110,Fone Bluetooth B1,Eletrônicos,200.0,4.0,0.11,ecommerce,Lima Alegre,PR,
233,22-03-2025,3.0,Carlos Pereira,108,Tablet T10,Eletrônicos,1500.0,10.0,0.03,loja_fisica,Curitiba,PR,
234,27-10-2024,,,110,Fone Bluetooth B1,Eletrônicos,200.0,5.0,0.08,ecommerce,Cassiano do Galho,AP,
235,09-10-2024,1.0,João Silva,108,Tablet T10,Eletrônicos,1500.0,6.0,0.13,loja_fisica,São Paulo,SP,Quod atque architecto beatae error eum nulla consectetur magnam totam.
236,16-05-2025,1.0,João Silva,101,Notebook X1,Eletrônicos,3500.0,10.0,,loja_fisica,São Paulo,SP,Eveniet consequuntur atque voluptate similique dolore iusto reprehenderit expedita maxime odio.
237,20-11-2024,5.0,Fernando Costa,107,Jaqueta Esportiva,Vestuário,250.0,8.0,0.25,loja_fisica,Belo Horizonte,MG,
238,05-12-2024,4.0,Ana Oliveira,108,Tablet T10,Eletrônicos,1500.0,6.0,0.18,loja_fisica,Salvador,BA,
239,16-10-2024,3.0,Carlos Pereira,108,Tablet T10,Eletrônicos,1500.0,8.0,0.09,loja_fisica,Curitiba,PR,
240,13-10-2024,,,106,Headset Gamer H1,Eletrônicos,450.0,7.0,0.09,ecommerce,Monteiro dos Dourados,AM,
241,16-07-2025,,Maria Souza,110,Fone Bluetooth B1,Eletrônicos,200.0,1.0,0.16,loja_fisica,Rio de Janeiro,RJ,
242,23-03-2025,,,103,Tênis Corrida,Calçados,350.0,5.0,0.01,ecommerce,Correia,SE,
243,20-02-2025,,Fernando Costa,102,Cafeteira 20L,Eletrodomésticos,600.0,6.0,0.08,loja_fisica,Belo Horizonte,MG,
244,12-08-2024,1.0,,105,Smartphone A9,Eletrônicos,2800.0,4.0,0.29,loja_fisica,São Paulo,SP,
245,08-07-2025,,Ana Oliveira,108,Tablet T10,Eletrônicos,1500.0,1.0,,loja_fisica,Salvador,BA,
246,02-07-2025,4.0,Ana Oliveira,109,Liquidificador X,Eletrodomésticos,300.0,1.0,0.21,loja_fisica,Salvador,BA,Rerum est voluptates architecto harum ullam temporibus similique atque unde est consequuntur accusamus.
247,01-08-2024,,,102,Cafeteira 20L,Eletrodomésticos,600.0,7.0,0.07,ecommerce,Nunes,RN,Reiciendis id mollitia maiores ad reiciendis sit dolore ipsa temporibus voluptatum voluptatem eum a nisi eos error voluptatem neque.
248,03-05-2025,2.0,Maria Souza,104,Camisa Polo,Vestuário,120.0,6.0,0.2,loja_fisica,Rio de Janeiro,RJ,
249,26-04-2025,,,109,Liquidificador X,Eletrodomésticos,300.0,5.0,0.02,ecommerce,Campos de Goiás,RR,
250,31-08-2024,4.0,Ana Oliveira,105,Smartphone A9,Eletrônicos,2800.0,1.0,0.22,loja_fisica,Salvador,BA,
251,02-12-2024,,,108,Tablet T10,Eletrônicos,1500.0,3.0,,ecommerce,Silveira de Martins,GO,
252,09-02-2025,,,102,Cafeteira 20L,Eletrodomésticos,600.0,8.0,0.11,ecommerce,Moraes da Praia,RJ,Dignissimos sunt voluptas consequatur doloribus voluptas itaque explicabo necessitatibus atque pariatur earum numquam architecto ipsum magnam quod nemo architecto aspernatur excepturi maxime atque ut.
253,18-03-2025,5.0,Fernando Costa,110,Fone Bluetooth B1,Eletrônicos,200.0,7.0,0.14,loja_fisica,Belo Horizonte,MG,Accusamus cum doloremque itaque iure quos laboriosam voluptate veritatis corporis.
254,07-10-2024,4.0,Ana Oliveira,109,Liquidificador X,Eletrodomésticos,300.0,6.0,0.13,loja_fisica,Salvador,BA,
255,29-07-2024,,,105,Smartphone A9,Eletrônicos,2800.0,2.0,0.1,ecommerce,Guerra,PA,
256,02-10-2024,4.0,Ana Oliveira,104,Camisa Polo,Vestuário,120.0,8.0,0.24,loja_fisica,Salvador,BA,
257,19-04-2025,,,105,Smartphone A9,Eletrônicos,2800.0,9.0,0.13,ecommerce,Câmara de Goiás,SP,
258,12-04-2025,2.0,Maria Souza,109,Liquidificador X,Eletrodomésticos,300.0,9.0,0.21,loja_fisica,Rio de Janeiro,RJ,Velit mollitia ipsa vitae culpa consequuntur fugiat suscipit assumenda ipsa repudiandae reiciendis.
259,19-06-2025,,,106,Headset Gamer H1,Eletrônicos,450.0,10.0,0.02,ecommerce,Sousa das Flores,PI,
260,31-12-2024,4.0,Ana Oliveira,107,Jaqueta Esportiva,Vestuário,250.0,2.0,0.08,loja_fisica,Salvador,BA,Placeat beatae recusandae ullam harum suscipit illum.
261,04-01-2025,,,103,Tênis Corrida,Calçados,350.0,1.0,0.12,ecommerce,Nunes,AP,
262,28-09-2024,5.0,Fernando Costa,101,Notebook X1,Eletrônicos,3500.0,8.0,0.12,loja_fisica,Belo Horizonte,MG,
263,12-09-2024,2.0,Maria Souza,107,Jaqueta Esportiva,Vestuário,250.0,1.0,,loja_fisica,Rio de Janeiro,RJ,
264,31-07-2024,5.0,Fernando Costa,105,Smartphone A9,Eletrônicos,2800.0,2.0,0.22,loja_fisica,Belo Horizonte,MG,
265,02-08-2024,3.0,Carlos Pereira,107,Jaqueta Esportiva,Vestuário,250.0,6.0,0.28,loja_fisica,Curitiba,PR,Sed praesentium minima saepe voluptatem omnis perferendis quibusdam nam magni.
266,30-06-2025,5.0,Fernando Costa,107,Jaqueta Esportiva,Vestuário,250.0,1.0,0.27,loja_fisica,Belo Horizonte,MG,
267,01-04-2025,3.0,,103,Tênis Corrida,Calçados,350.0,1.0,0.09,loja_fisica,Curitiba,PR,
268,06-01-2025,5.0,Fernando Costa,102,Cafeteira 20L,Eletrodomésticos,600.0,7.0,0.15,loja_fisica,Belo Horizonte,MG,
269,12-12-2024,,,107,Jaqueta Esportiva,Vestuário,250.0,9.0,0.07,ecommerce,Viana Alegre,GO,
270,03-05-2025,1.0,João Silva,104,Camisa Polo,Vestuário,120.0,8.0,0.28,loja_fisica,São Paulo,SP,
271,12-10-2024,,,104,Camisa Polo,Vestuário,120.0,1.0,0.08,ecommerce,Barbosa das Pedras,PA,
272,27-12-2024,5.0,Fernando Costa,102,Cafeteira 20L,Eletrodomésticos,600.0,8.0,0.25,loja_fisica,Belo Horizonte,MG,
273,20-03-2025,,,107,Jaqueta Esportiva,Vestuário,250.0,3.0,0.0,ecommerce,Andrade Grande,MA,
274,10-11-2024,4.0,Ana Oliveira,109,Liquidificador X,Eletrodomésticos,300.0,7.0,0.27,loja_fisica,Salvador,BA,Soluta expedita dolor incidunt voluptatibus magnam explicabo quod at mollitia sunt natus error molestias culpa culpa.
275,05-05-2025,4.0,Ana Oliveira,108,Tablet T10,Eletrônicos,1500.0,4.0,,loja_fisica,Salvador,BA,
276,07-02-2025,,,106,Headset Gamer H1,Eletrônicos,450.0,2.0,0.06,ecommerce,Monteiro,TO,
277,03-10-2024,,Maria Souza,108,Tablet T10,Eletrônicos,1500.0,5.0,0.29,loja_fisica,Rio de Janeiro,RJ,Enim quisquam nulla doloribus numquam facere ipsum ullam rerum animi quo doloremque.
278,28-09-2024,3.0,Carlos Pereira,102,Cafeteira 20L,Eletrodomésticos,600.0,8.0,0.23,loja_fisica,Curitiba,PR,
279,12-06-2025,,,105,Smartphone A9,Eletrônicos,2800.0,5.0,0.04,ecommerce,Sampaio,RN,Hic in accusantium fugit sit laborum consequatur inventore dignissimos illum.
280,24-03-2025,4.0,Ana Oliveira,108,Tablet T10,Eletrônicos,1500.0,2.0,0.0,loja_fisica,Salvador,BA,
281,20-07-2025,2.0,Maria Souza,106,Headset Gamer H1,Eletrônicos,450.0,5.0,0.01,loja_fisica,Rio de Janeiro,RJ,Nam suscipit eaque non sunt ipsum dolor velit voluptatum.
282,11-04-2025,,,103,Tênis Corrida,Calçados,350.0,10.0,,ecommerce,Abreu da Prata,TO,Temporibus expedita accusamus sed aliquid quasi quos nulla doloribus maiores.
283,03-10-2024,3.0,Carlos Pereira,109,Liquidificador X,Eletrodomésticos,300.0,10.0,0.29,loja_fisica,Curitiba,PR,Quidem repellendus id veniam esse dolorem porro dolorum placeat dolores saepe ducimus a earum.
284,01-11-2024,,,107,Jaqueta Esportiva,Vestuário,250.0,6.0,0.03,ecommerce,Brito das Pedras,AC,Deleniti culpa aliquid eaque occaecati animi provident repudiandae quasi quibusdam.
285,10-11-2024,,,107,Jaqueta Esportiva,Vestuário,250.0,5.0,0.03,ecommerce,,,
286,08-07-2025,4.0,Ana Oliveira,105,Smartphone A9,Eletrônicos,2800.0,9.0,,loja_fisica,Salvador,BA,
287,12-05-2025,1.0,João Silva,109,Liquidificador X,Eletrodomésticos,300.0,1.0,0.22,loja_fisica,São Paulo,SP,
288,22-06-2025,1.0,João Silva,103,Tênis Corrida,Calçados,350.0,8.0,0.19,loja_fisica,São Paulo,SP,Ea ipsa corrupti officia rem at amet libero quis tempora id at maxime voluptatem reiciendis nihil.
289,03-08-2024,,,106,Headset Gamer H1,Eletrônicos,450.0,9.0,,ecommerce,Martins,MS,
290,27-06-2025,1.0,João Silva,107,Jaqueta Esportiva,Vestuário,250.0,8.0,0.24,loja_fisica,São Paulo,SP,Quis cum aperiam porro tempore hic fuga asperiores facere illum nostrum voluptatibus.
291,06-08-2024,5.0,,105,Smartphone A9,Eletrônicos,2800.0,9.0,0.16,loja_fisica,Belo Horizonte,MG,
292,28-12-2024,3.0,Carlos Pereira,106,Headset Gamer H1,Eletrônicos,450.0,1.0,0.28,loja_fisica,Curitiba,PR,
293,19-12-2024,1.0,João Silva,104,Camisa Polo,Vestuário,120.0,8.0,0.3,loja_fisica,São Paulo,SP,
294,01-07-2025,,,103,Tênis Corrida,Calçados,350.0,10.0,0.02,ecommerce,Siqueira das Flores,AP,Illum sequi mollitia enim sed animi non velit vero autem.
295,10-11-2024,5.0,Fernando Costa,102,Cafeteira 20L,Eletrodomésticos,600.0,9.0,,loja_fisica,Belo Horizonte,MG,
296,23-02-2025,5.0,Fernando Costa,110,Fone Bluetooth B1,Eletrônicos,200.0,1.0,0.2,loja_fisica,Belo Horizonte,MG,
297,06-10-2024,4.0,Ana Oliveira,102,Cafeteira 20L,Eletrodomésticos,600.0,10.0,0.1,loja_fisica,Salvador,BA,Dolore quos similique delectus tempora nesciunt modi voluptas iusto ratione.
298,05-03-2025,5.0,Fernando Costa,104,Camisa Polo,Vestuário,120.0,2.0,0.23,loja_fisica,Belo Horizonte,MG,
299,28-06-2025,3.0,Carlos Pereira,110,Fone Bluetooth B1,Eletrônicos,200.0,1.0,0.12,loja_fisica,Curitiba,PR,
300,25-10-2024,2.0,Maria Souza,106,Headset Gamer H1,Eletrônicos,450.0,3.0,0.18,loja_fisica,Rio de Janeiro,RJ,
301,13-03-2025,3.0,Carlos Pereira,105,Smartphone A9,Eletrônicos,2800.0,6.0,0.09,loja_fisica,Curitiba,PR,
302,18-02-2025,3.0,,101,Notebook X1,Eletrônicos,3500.0,2.0,0.12,loja_fisica,Curitiba,PR,
303,13-03-2025,1.0,João Silva,102,Cafeteira 20L,Eletrodomésticos,600.0,3.0,0.21,loja_fisica,São Paulo,SP,
304,11-04-2025,1.0,João Silva,109,Liquidificador X,Eletrodomésticos,300.0,3.0,0.11,loja_fisica,São Paulo,SP,
305,24-11-2024,4.0,Ana Oliveira,101,Notebook X1,Eletrônicos,3500.0,8.0,0.2,loja_fisica,Salvador,BA,
306,17-11-2024,,,110,Fone Bluetooth B1,Eletrônicos,200.0,2.0,0.06,ecommerce,da Paz,GO,
307,30-03-2025,,Maria Souza,103,Tênis Corrida,Calçados,350.0,6.0,,loja_fisica,Rio de Janeiro,RJ,
308,01-09-2024,2.0,Maria Souza,101,Notebook X1,Eletrônicos,3500.0,1.0,0.01,loja_fisica,Rio de Janeiro,RJ,
309,07-04-2025,3.0,Carlos Pereira,109,Liquidificador X,Eletrodomésticos,300.0,3.0,0.0,loja_fisica,Curitiba,PR,
310,10-07-2025,4.0,Ana Oliveira,105,Smartphone A9,Eletrônicos,,1.0,0.1,loja_fisica,Salvador,BA,
311,21-05-2025,5.0,,104,Camisa Polo,Vestuário,120.0,9.0,0.14,loja_fisica,Belo Horizonte,MG,Sed aperiam unde molestiae minima debitis nisi dolorum quaerat blanditiis.
312,15-09-2024,4.0,Ana Oliveira,106,Headset Gamer H1,Eletrônicos,450.0,3.0,0.06,loja_fisica,Salvador,BA,
313,10-02-2025,3.0,Carlos Pereira,105,Smartphone A9,Eletrônicos,2800.0,7.0,0.22,loja_fisica,Curitiba,PR,Illum earum odio praesentium quisquam nam tenetur adipisci ea ut modi sit.
314,06-01-2025,,,109,Liquidificador X,Eletrodomésticos,300.0,1.0,0.07,ecommerce,Nascimento do Campo,DF,
315,12-06-2025,3.0,Carlos Pereira,107,Jaqueta Esportiva,Vestuário,250.0,10.0,0.24,loja_fisica,Curitiba,PR,
316,20-11-2024,2.0,Maria Souza,101,Notebook X1,Eletrônicos,,1.0,0.07,loja_fisica,Rio de Janeiro,RJ,
317,13-01-2025,,,110,Fone Bluetooth B1,Eletrônicos,200.0,6.0,,ecommerce,Novaes da Praia,RO,
318,05-09-2024,1.0,João Silva,108,Tablet T10,Eletrônicos,1500.0,6.0,0.17,loja_fisica,São Paulo,SP,
319,20-08-2024,2.0,Maria Souza,108,Tablet T10,Eletrônicos,1500.0,9.0,0.04,loja_fisica,Rio de Janeiro,RJ,
320,22-11-2024,1.0,João Silva,109,Liquidificador X,Eletrodomésticos,300.0,2.0,0.06,loja_fisica,São Paulo,SP,
321,16-09-2024,,,104,Camisa Polo,Vestuário,120.0,9.0,0.06,ecommerce,Marques,MG,
322,26-05-2025,5.0,Fernando Costa,107,Jaqueta Esportiva,Vestuário,250.0,3.0,0.19,loja_fisica,Belo Horizonte,MG,
323,13-09-2024,,Maria Souza,102,Cafeteira 20L,Eletrodomésticos,600.0,10.0,0.15,loja_fisica,Rio de Janeiro,RJ,Facere qui quam facere laboriosam saepe illo debitis dolorum illum vitae.
324,25-08-2024,4.0,Ana Oliveira,106,Headset Gamer H1,Eletrônicos,450.0,6.0,,loja_fisica,Salvador,BA,
325,27-10-2024,5.0,Fernando Costa,104,Camisa Polo,Vestuário,120.0,8.0,0.01,loja_fisica,Belo Horizonte,MG,
326,23-11-2024,2.0,Maria Souza,108,Tablet T10,Eletrônicos,1500.0,10.0,0.03,loja_fisica,Rio de Janeiro,RJ,
327,19-09-2024,1.0,João Silva,107,Jaqueta Esportiva,Vestuário,250.0,10.0,0.21,loja_fisica,São Paulo,SP,
328,29-08-2024,5.0,Fernando Costa,107,Jaqueta Esportiva,Vestuário,250.0,4.0,0.16,loja_fisica,Belo Horizonte,MG,Amet fugit minima id exercitationem ducimus tempora magni consequatur.
329,04-12-2024,3.0,Carlos Pereira,110,Fone Bluetooth B1,Eletrônicos,200.0,1.0,0.17,loja_fisica,Curitiba,PR,
330,18-09-2024,,Carlos Pereira,109,Liquidificador X,Eletrodomésticos,300.0,6.0,0.24,loja_fisica,Curitiba,PR,
331,28-07-2024,,,108,Tablet T10,Eletrônicos,1500.0,10.0,,ecommerce,Cavalcante dos Dourados,AM,A tenetur dolorum libero corporis vero eius quo quam laudantium harum a quo voluptatem veritatis voluptatibus dolores consectetur facilis error.
332,26-12-2024,4.0,Ana Oliveira,107,Jaqueta Esportiva,Vestuário,250.0,5.0,,loja_fisica,Salvador,BA,
333,31-08-2024,,Fernando Costa,110,Fone Bluetooth B1,Eletrônicos,200.0,9.0,0.26,loja_fisica,Belo Horizonte,MG,Facere harum ex occaecati sapiente deleniti vero occaecati repellat dolore inventore fugit aspernatur ullam laudantium doloribus odio minima.
334,02-05-2025,,,104,Camisa Polo,Vestuário,120.0,9.0,0.04,ecommerce,Machado,RR,
335,10-08-2024,3.0,Carlos Pereira,101,Notebook X1,Eletrônicos,3500.0,4.0,0.05,loja_fisica,Curitiba,PR,Laudantium modi voluptatem aliquid dignissimos ab aut quasi quasi nisi voluptatibus saepe qui.
336,02-10-2024,1.0,João Silva,105,Smartphone A9,Eletrônicos,2800.0,6.0,0.05,loja_fisica,São Paulo,SP,
337,03-06-2025,5.0,Fernando Costa,102,Cafeteira 20L,Eletrodomésticos,600.0,7.0,0.01,loja_fisica,Belo Horizonte,MG,
338,12-12-2024,3.0,Carlos Pereira,102,Cafeteira 20L,Eletrodomésticos,600.0,5.0,0.28,loja_fisica,Curitiba,PR,Quisquam cum perferendis laborum sequi ratione voluptatibus eveniet aliquam eligendi accusantium et vel recusandae illum suscipit fugiat quo quidem.
339,23-12-2024,,,102,Cafeteira 20L,Eletrodomésticos,600.0,7.0,0.08,ecommerce,Teixeira de Lopes,RR,
340,14-11-2024,,,103,Tênis Corrida,Calçados,350.0,1.0,0.06,ecommerce,Rocha,PE,
341,31-08-2024,5.0,Fernando Costa,108,Tablet T10,Eletrônicos,1500.0,7.0,0.22,loja_fisica,Belo Horizonte,MG,
342,20-11-2024,4.0,Ana Oliveira,103,Tênis Corrida,Calçados,350.0,5.0,0.28,loja_fisica,Salvador,BA,
343,25-10-2024,5.0,Fernando Costa,105,Smartphone A9,Eletrônicos,2800.0,2.0,0.02,loja_fisica,Belo Horizonte,MG,Saepe quia quisquam dolore vitae assumenda natus veritatis ratione expedita error repellat aut illo.
